ID,Size (KB),Title,Authors,Author Birth Years,Languages,LCC Subjects
pg2079,417,From the Memoirs of a Minister of France,"Weyman, Stanley John",1855,en,PR
pg207,95,The Spell of the Yukon and Other Verses,"Service, Robert W. (Robert William)",1874,en,PR
pg20801,58,"Some Remains (hitherto unpublished) of Joseph Butler, LL.D.","Butler, Joseph",1692,en,BX
pg20803,332,The War of Independence,"Fiske, John",1842,en,E201
pg20804,690,"Lucretia Borgia
According to Original Documents and Correspondence of Her Day","Gregorovius, Ferdinand",1821,en,DG
pg20805,236,Lloyd George: The Man and His Story,"Dilnot, Frank",1875,en,DA
pg20807,120,Better Dead,"Barrie, J. M. (James Matthew)",1860,en,PR
pg20808,495,Three People,Pansy,1841,en,PZ
pg20812,515,"History of the English People, Volume III
The Parliament, 1399-1461; The  Monarchy 1461-1540","Green, John Richard",1837,en,DA
pg20813,48,How Lisa Loved the King,"Eliot, George",1819,en,PR
pg20814,656,"The Psychology of Nations
A Contribution to the Philosophy of History","Partridge, G. E. (George Everett)",1870,en,D
pg20816,1147,"Socialism As It Is
A Survey of The World-Wide Revolutionary Movement","Walling, William English",1877,en,HX
pg20818,570,On the Genesis of Species,"Mivart, St. George Jackson",1827,en,QH
pg20819,393,"Aims and Aids for Girls and Young Women
On the Various Duties of Life, Physical, Intellectual, And
Moral Development; Self-Culture, Improvement, Dress, Beauty,
Fashion, Employment, Education, The Home Relations, Their
Duties To Young Men, Marriage, Womanhood And Happiness.","Weaver, G. S. (George Sumner)",1818,en,BJ
pg2081,453,The Blithedale Romance,"Hawthorne, Nathaniel",1804,en,PS
pg20821,391,"Betty Wales, Senior","Dunton, Edith K. (Edith Kellogg)",1875,en,PZ
pg20826,458,"Traditions of the North American Indians, Vol. 1","Jones, James Athearn",1791,en,E011
pg20827,434,"Traditions of the North American Indians, Vol. 2","Jones, James Athearn",1791,en,E011
pg20828,437,"Traditions of the North American Indians, Vol. 3","Jones, James Athearn",1791,en,E011
pg2082,918,"Memoirs of the Comtesse Du Barry
With Minute Details of Her Entire Career as Favorite of Louis XV","Lamothe-Langon, Etienne-Léon, baron de",1786,en,DC
pg20833,130,Exciting Adventures of Mister Robert Robin,"Oldfield, Reuben Bertram",1878,en,PZ
pg20835,333,The Monctons: A Novel. Volume 1 (of 2),"Moodie, Susanna",1803,en,PS
pg20836,214,Ting-a-ling,"Stockton, Frank Richard",1834,en,PZ
pg20837,202,Peggy in Her Blue Frock,"White, Eliza Orne",1856,en,PZ
pg20838,58,The Infra-Medians,"Wright, Sewell Peaslee",1897,en,PS
pg20842,75,Dreams,"Bergson, Henri",1859,en,BF
pg20843,118,An Estimate of the Value and Influence of Works of Fiction in Modern Times,"Green, Thomas Hill",1836,en,PN
pg20844,82,"Critical Miscellanies (Vol. 3 of 3)
Essay 5: On Pattison's Memoirs","Morley, John",1838,en,PR
pg20846,396,Handwork in Wood,"Noyes, William",1862,en,TT
pg20849,207,The Big Brother: A Story of Indian War,"Eggleston, George Cary",1839,en,PZ
pg2084,894,The Way of All Flesh,"Butler, Samuel",1835,en,PR
pg20850,115,Prince Prigio,"Lang, Andrew",1844,en,PZ
pg20853,125,Northland Heroes,"Holbrook, Florence",1860,en,PZ
pg20856,260,Ten From Infinity,"Fairman, Paul W.",1916,en,PS
pg20857,529,Spacehounds of IPC,"Smith, E. E. (Edward Elmer)",1890,en,PS
pg20859,286,Wandl the Invader,"Cummings, Ray",1887,en,PS
pg2085,652,Cyropaedia: The Education of Cyrus,Xenophon,-431,en,PA
pg20860,36,The Butterfly's Ball and the Grasshopper's Feast,"Roscoe, William",1753,en,PZ
pg20861,218,Friendship,"Black, Hugh",1868,en,BJ
pg20863,517,Major Vigoureux,"Quiller-Couch, Arthur",1863,en,PR
pg2086,308,The Slowcoach,"Lucas, E. V. (Edward Verrall)",1868,en,PZ PR
pg20871,553,Human Foods and Their Nutritive Value,"Snyder, Harry",1867,en,TX
pg20873,719,Albert Gallatin,"Stevens, John Austin",1827,en,E300
pg20877,177,Mother West Wind's Children,"Burgess, Thornton W. (Thornton Waldo)",1874,en,PZ
pg20878,124,"Critical Miscellanies, Vol. I
Essay 2: Carlyle","Morley, John",1838,en,PR
pg20879,95,"Critical Miscellanies, Vol. I
Essay 3: Byron","Morley, John",1838,en,PR
pg2087,1095,Life and Letters of Charles Darwin — Volume 1,"Darwin, Charles",1809,en,QH
pg20887,105,"Critical Miscellanies, Vol. 3 (of 3)
Essay 2: The Death of Mr Mill - Essay 3: Mr Mill's Autobiography","Morley, John",1838,en,B
pg2088,1069,Life and Letters of Charles Darwin — Volume 2,"Darwin, Charles",1809,en,QH
pg20891,385,"Itinerary of Provence and the Rhone
Made During the Year 1819","Hughes, John",1790,en,DC
pg20892,426,Manasseh: A Romance of Transylvania,"Jókai, Mór",1825,en,PH
pg20893,87,"A Guide to Methods and Observation in History
Studies in High School Observation","Davis, Calvin Olin",1871,en,D
pg20896,79,"Carry's Rose; or, the Magic of Kindness. A Tale for the Young","Cupples, George, Mrs.",1839,en,PZ
pg20897,361,A Short History of England,"Chesterton, G. K. (Gilbert Keith)",1874,en,DA
pg20898,408,The Galaxy Primes,"Smith, E. E. (Edward Elmer)",1890,en,PS
pg2089,73,On the Reception of the 'Origin of Species',"Huxley, Thomas Henry",1825,en,QH
pg20901,337,In Apple-Blossom Time: A Fairy-Tale to Date,"Burnham, Clara Louise",1854,en,PS
pg20902,186,"The Clyde Mystery
a Study in Forgeries and Folklore","Lang, Andrew",1844,en,GN
pg20904,352,The Right Stuff: Some Episodes in the Career of a North Briton,"Hay, Ian",1876,en,PR
pg20909,53,Under the Tree,"Roberts, Elizabeth Madox",1881,en,PS
pg20910,556,"South American Fights and Fighters, and Other Tales of Adventure","Brady, Cyrus Townsend",1861,en,F1401
pg20912,399,The Daffodil Mystery,"Wallace, Edgar",1875,en,PR
pg20914,233,A Window in Thrums,"Barrie, J. M. (James Matthew)",1860,en,PR
pg20917,281,"The Cultivation of The Native Grape, and Manufacture of American Wines","Husmann, George",1827,en,SB TP
pg20918,266,Auld Licht Idylls,"Barrie, J. M. (James Matthew)",1860,en,PR
pg20919,286,The Status Civilization,"Sheckley, Robert",1928,en,PS
pg20920,82,Morale: A Story of the War of 1941-43,"Leinster, Murray",1896,en,PS
pg20921,359,"Adventures in the Arts
Informal Chapters on Painters, Vaudeville, and Poets","Hartley, Marsden",1877,en,PS
pg20923,237,A Negro Explorer at the North Pole,"Henson, Matthew Alexander",1866,en,G
pg20925,278,"History of the United States, Volume 1","Andrews, Elisha Benjamin",1844,en,E151
pg20927,623,"A Critical Exposition of the Popular 'Jihád'
Showing that all the Wars of Mohammad Were Defensive; and
that Aggressive War, or Compulsory Conversion, is not
Allowed in The Koran - 1885",Cherágh Ali,1844,en,BP
pg20928,432,"Three Months in the Southern States, April-June 1863","Fremantle, Arthur James Lyon, Sir",1835,en,E456
pg20929,490,Little Novels of Italy,"Hewlett, Maurice",1861,en,PR
pg2092,745,The Writings of Samuel Adams - Volume 2,"Adams, Samuel",1722,en,E300
pg20933,265,"The Natural History of Selborne, Vol. 1","White, Gilbert",1720,en,QH DA
pg20934,254,"The Natural History of Selborne, Vol. 2","White, Gilbert",1720,en,QH DA
pg20935,250,The Substance of a Dream,"Bain, F. W. (Francis William)",1863,en,PR
pg20936,223,The New Society,"Rathenau, Walther",1867,en,HN
pg20938,101,"""Stops"", Or How to Punctuate
A Practical Handbook for Writers and Students","Allardyce, Paul",1855,en,PE
pg2093,644,The Writings of Samuel Adams - Volume 3,"Adams, Samuel",1722,en,E300
pg20941,571,"American Lutheranism
Volume 1: Early History of American Lutheranism and The Tennessee Synod","Bente, F. (Friedrich)",1858,en,BX
pg20945,314,Patty Blossom,"Wells, Carolyn",1862,en,PZ
pg20947,604,Memoirs of the Jacobites of 1715 and 1745. Volume II.,"Thomson, A. T., Mrs.",1797,en,DA
pg20948,880,Memoirs of the Jacobites of 1715 and 1745. Volume III.,"Thomson, A. T., Mrs.",1797,en,DA
pg2094,640,The Writings of Samuel Adams - Volume 4,"Adams, Samuel",1722,en,E300
pg20953,166,By the Christmas Fire,"Crothers, Samuel McChord",1857,en,PS
pg20956,191,"In The Yule-Log Glow, Book IV","Morris, Harrison S. (Harrison Smith)",1856,en,PN
pg20958,243,Life in the Medieval University,"Rait, Robert S. (Robert Sangster)",1874,en,LA
pg20959,827,"Mexico
Its Ancient and Modern Civilisation, History, Political Conditions, Topography, Natural Resources, Industries and General Development","Enock, C. Reginald (Charles Reginald)",1868,en,F1201
pg20961,530,The Masques of Ottawa,"Bridle, Augustus",1869,en,F1001
pg20962,158,Sandman's Goodnight Stories,"Walker, Abbie Phillips",1867,en,PZ
pg20963,318,Grandmother Dear: A Book for Boys and Girls,"Molesworth, Mrs.",1839,en,PZ
pg20967,172,"A Guide to Peterborough Cathedral
Comprising a brief history of the monastery from its foundation to the present time, with a descriptive account of its architectural peculiarities and recent improvements; compiled from the works of Gunton, Britton, and original & authentic documents","Phillips, George S. (George Searle)",1815,en,NA DA
pg2096,576,A Smaller History of Greece: from the Earliest Times to the Roman Conquest,"Smith, William",1813,en,DF
pg20979,383,Brother Copas,"Quiller-Couch, Arthur",1863,en,PR
pg2097,251,The Sign of the Four,"Doyle, Arthur Conan",1859,en,PR
pg20980,515,"A Survey of Russian Literature, with Selections","Hapgood, Isabel Florence",1850,en,PG
pg20982,856,"Memoirs of the Courts and Cabinets of George the Third
From the Original Family Documents, Volume 1","Buckingham and Chandos, Richard Plantagenet Temple Nugent Brydges Chandos Grenville, Duke of",1797,en,DA
pg20983,230,Robert Hardy's Seven Days: A Dream and Its Consequences,"Sheldon, Charles M.",1857,en,PS
pg20984,164,Prudy Keeping House,"May, Sophie",1833,en,PZ
pg20986,251,Tom Slade with the Colors,"Fitzhugh, Percy Keese",1876,en,PZ
pg20987,378,"Story of the War in South Africa, 1899-1900","Mahan, A. T. (Alfred Thayer)",1840,en,DT
pg20988,374,Islands of Space,"Campbell, John W., Jr. (John Wood)",1910,en,PS
pg2098,358,A Thief in the Night: A Book of Raffles' Adventures,"Hornung, E. W. (Ernest William)",1866,en,PR
pg20991,581,Follow My Leader: The Boys of Templeton,"Reed, Talbot Baines",1852,en,PZ
pg20992,516,"Tom, Dick and Harry","Reed, Talbot Baines",1852,en,PZ
pg20993,648,"Sir Ludar
A Story of the Days of the Great Queen Bess","Reed, Talbot Baines",1852,en,PZ
pg20994,585,Kilgorman: A Story of Ireland in 1798,"Reed, Talbot Baines",1852,en,PZ
pg20996,73,An Epoch in History,"Eley, P. H. (Peter Harden)",1876,en,DS
pg20997,125,The Nürnberg Stove,Ouida,1839,en,PZ
pg2099,1003,A History of the Moravian Church,"Hutton, J. E. (Joseph Edmund)",1868,en,BX
pg20,495,Paradise Lost,"Milton, John",1608,en,PR
pg21002,716,"The Writings of Thomas Jefferson
Library Edition - Vol. 6 (of 20)","Jefferson, Thomas",1743,en,E300
pg21003,266,"Bell's Cathedrals: The Cathedral Church of Ely
A History and Description of the Building with a Short Account of the Monastery and of the See","Sweeting, W. D. (Walter Debenham)",1839,en,NA
pg21004,127,The Singing Mouse Stories,"Hough, Emerson",1857,en,PZ
pg21005,432,Shorty McCabe on the Job,"Ford, Sewell",1868,en,PS
pg21006,2001,The Governments of Europe,"Ogg, Frederic Austin",1878,en,JF
pg21007,276,The Bird Study Book,"Pearson, T. Gilbert (Thomas Gilbert)",1873,en,QL
pg21008,468,The Boy With the U. S. Fisheries,"Rolt-Wheeler, Francis",1876,en,PZ
pg21012,1437,"The Loyalists of America and Their Times, Vol. 1 of 2.
From 1620-1816","Ryerson, Egerton",1803,en,E201 E186
pg21014,139,Wonder-Box Tales,"Ingelow, Jean",1820,en,PZ
pg21015,103,The Adventures of Jimmy Skunk,"Burgess, Thornton W. (Thornton Waldo)",1874,en,PZ
pg21019,227,At the Deathbed of Darwinism: A Series of Papers,"Dennert, Eberhard",1861,en,QH
pg2101,129,History of Friedrich II of Prussia — Volume 01,"Carlyle, Thomas",1795,en,DD
pg21022,182,Lessons on Soil,"Russell, Edward J. (Edward John), Sir",1872,en,S
pg21024,131,The Angels' Song,"Guthrie, Thomas",1803,en,BR
pg21025,73,The Village Wife's Lament,"Hewlett, Maurice",1861,en,PR
pg21029,130,The New Morning: Poems,"Noyes, Alfred",1880,en,PR
pg2102,232,History of Friedrich II of Prussia — Volume 02,"Carlyle, Thomas",1795,en,DD
pg21035,429,The Adventures of a Three-Guinea Watch,"Reed, Talbot Baines",1852,en,PZ
pg21036,737,My Friend Smith: A Story of School and City Life,"Reed, Talbot Baines",1852,en,PZ
pg21037,511,The Cock-House at Fellsgarth,"Reed, Talbot Baines",1852,en,PZ
pg21038,555,A Dog with a Bad Name,"Reed, Talbot Baines",1852,en,PZ
pg21039,426,"Boycotted, and Other Stories","Reed, Talbot Baines",1852,en,PZ
pg2103,337,History of Friedrich II of Prussia — Volume 03,"Carlyle, Thomas",1795,en,DD
pg21042,515,"Roger Ingleton, Minor","Reed, Talbot Baines",1852,en,PZ
pg21043,521,"Reginald Cruden
A Tale of City Life","Reed, Talbot Baines",1852,en,PZ
pg21044,717,The Willoughby Captains,"Reed, Talbot Baines",1852,en,PZ
pg21045,307,Education and the Higher Life,"Spalding, John Lancaster",1840,en,LB
pg21048,308,Just Patty,"Webster, Jean",1876,en,PZ
pg21049,277,"The Curlytops and Their Pets; Or, Uncle Toby's Strange Collection","Garis, Howard Roger",1873,en,PZ
pg2104,259,History of Friedrich II of Prussia — Volume 04,"Carlyle, Thomas",1795,en,DD
pg21050,568,The Master of the Shell,"Reed, Talbot Baines",1852,en,PZ
pg21051,515,Skylark Three,"Smith, E. E. (Edward Elmer)",1890,en,PS
pg21055,439,A Mating in the Wilds,"Binns, Ottwell",1872,en,PR
pg21056,232,"Among the Great Masters of Music
Scenes in the Lives of Famous Musicians","Rowlands, Walter",1855,en,ML
pg21057,634,The Log of the Flying Fish: A Story of Aerial and Submarine Peril and Adventure,"Collingwood, Harry",1851,en,PZ
pg21058,436,The Strange Adventures of Eric Blackburn,"Collingwood, Harry",1851,en,PZ
pg21059,501,The Adventures of Dick Maitland: A Tale of Unknown Africa,"Collingwood, Harry",1851,en,PZ
pg2105,213,History of Friedrich II of Prussia — Volume 05,"Carlyle, Thomas",1795,en,DD
pg21060,589,The Congo Rovers: A Story of the Slave Squadron,"Collingwood, Harry",1851,en,PZ
pg21061,494,Under the Chilian Flag: A Tale of War between Chili and Peru,"Collingwood, Harry",1851,en,PZ
pg21062,603,The Cruise of the Nonsuch Buccaneer,"Collingwood, Harry",1851,en,PZ
pg21063,615,The Missing Merchantman,"Collingwood, Harry",1851,en,PZ
pg21064,589,A Middy in Command: A Tale of the Slave Squadron,"Collingwood, Harry",1851,en,PZ
pg21065,584,The Log of a Privateersman,"Collingwood, Harry",1851,en,PZ
pg21066,536,Harry Escombe: A Tale of Adventure in Peru,"Collingwood, Harry",1851,en,PZ
pg21067,478,Overdue: The Story of a Missing Ship,"Collingwood, Harry",1851,en,PZ PR
pg21068,812,Under the Meteor Flag: Log of a Midshipman during the French Revolutionary War,"Collingwood, Harry",1851,en,PZ
pg21069,579,For Treasure Bound,"Collingwood, Harry",1851,en,PZ
pg2106,251,History of Friedrich II of Prussia — Volume 06,"Carlyle, Thomas",1795,en,DD
pg21070,580,A Middy of the Slave Squadron: A West African Story,"Collingwood, Harry",1851,en,PZ
pg21071,702,The Rover's Secret: A Tale of the Pirate Cays and Lagoons of Cuba,"Collingwood, Harry",1851,en,PZ
pg21072,656,The Pirate Island: A Story of the South Pacific,"Collingwood, Harry",1851,en,PZ
pg21073,490,A Pirate of the Caribbees,"Collingwood, Harry",1851,en,PZ
pg21075,607,The Cruise of the Thetis: A Tale of the Cuban Insurrection,"Collingwood, Harry",1851,en,PZ
pg21077,397,"The Mind and the Brain
Being the Authorised Translation of L'Âme et le Corps","Binet, Alfred",1857,en,BF
pg21078,98,"The Tale of Miss Kitty Cat
Slumber-Town Tales","Bailey, Arthur Scott",1877,en,PZ
pg21079,66,The Trawler,"Connolly, James B. (James Brendan)",1868,en,PS
pg2107,296,History of Friedrich II of Prussia — Volume 07,"Carlyle, Thomas",1795,en,DD
pg21080,209,"The Astral Plane
Its Scenery, Inhabitants and Phenomena","Leadbeater, C. W. (Charles Webster)",1854,en,BP
pg2108,157,History of Friedrich II of Prussia — Volume 08,"Carlyle, Thomas",1795,en,DD
pg21090,961,Brief History of English and American Literature,"Beers, Henry A. (Henry Augustin)",1847,en,PR PS
pg21091,1530,"The Life of William Ewart Gladstone, Vol. 1 (of 3)
1809-1859","Morley, John",1838,en,DA
pg21094,555,The Girl in the Golden Atom,"Cummings, Ray",1887,en,PS
pg21098,553,The Independence of Claire,"Vaizey, George de Horne, Mrs.",1857,en,PR
pg21099,498,More About Peggy,"Vaizey, George de Horne, Mrs.",1857,en,PZ
pg2109,356,History of Friedrich II of Prussia — Volume 09,"Carlyle, Thomas",1795,en,DD
pg21101,489,Pixie O'Shaughnessy,"Vaizey, George de Horne, Mrs.",1857,en,PZ
pg21102,396,Tom and Some Other Girls: A Public School Story,"Vaizey, George de Horne, Mrs.",1857,en,PZ
pg21103,349,Sisters Three,"Vaizey, George de Horne, Mrs.",1857,en,PR
pg21109,390,Big Game: A Story for Girls,"Vaizey, George de Horne, Mrs.",1857,en,PR
pg2110,279,History of Friedrich II of Prussia — Volume 10,"Carlyle, Thomas",1795,en,DD
pg21110,530,A College Girl,"Vaizey, George de Horne, Mrs.",1857,en,PR
pg21111,270,Wild Nature Won By Kindness,"Brightwen, Mrs. (Eliza Elder)",1830,en,QH
pg21112,604,"The Causes of the Corruption of the Traditional Text of the Holy Gospels
Being the Sequel to The Traditional Text of the Holy Gospels","Burgon, John William",1813,en,BS
pg21113,150,Wild Bill's Last Trail,"Buntline, Ned",1822,en,PS
pg21117,393,Betty Trevor,"Vaizey, George de Horne, Mrs.",1857,en,PR
pg21118,370,Etheldreda the Ready: A School Story,"Vaizey, George de Horne, Mrs.",1857,en,PZ
pg21119,462,Flaming June,"Vaizey, George de Horne, Mrs.",1857,en,PR
pg2111,313,History of Friedrich II of Prussia — Volume 11,"Carlyle, Thomas",1795,en,DD
pg21120,573,The Fortunes of the Farrells,"Vaizey, George de Horne, Mrs.",1857,en,PR
pg21121,452,A Houseful of Girls,"Vaizey, George de Horne, Mrs.",1857,en,PZ
pg21122,496,More about Pixie,"Vaizey, George de Horne, Mrs.",1857,en,PZ
pg21123,289,English Literature and Society in the Eighteenth Century,"Stephen, Leslie",1832,en,PR
pg21125,158,The Boy Patriot,"Ellis, Edward Sylvester",1840,en,PZ
pg21127,181,The Mystics: A Novel,"Thurston, Katherine Cecil",1875,en,PR
pg21128,1718,"Twenty Years of Congress, Vol. 1
From Lincoln to Garfield, with a Review of the Events Which
Led to the Political Revolution of 1860","Blaine, James Gillespie",1830,en,E660
pg21129,351,The Heart of Una Sackville,"Vaizey, George de Horne, Mrs.",1857,en,PR
pg2112,454,History of Friedrich II of Prussia — Volume 12,"Carlyle, Thomas",1795,en,DD
pg21137,588,"Parkhurst Boys, and Other Stories of School Life","Reed, Talbot Baines",1852,en,PZ
